Xは | Yという -> ものを | 見た
Xすると | Yです -> 事ねえと | 激賞した
Xすると | Yの -> 手際を | 激賞した
Xねえと | Yの -> 手際を | 激賞した
Xも | Yの -> 手際を | 激賞した
Xは | Y -> 四口で | 食うんですね
Xは | Yを -> 置いて | 敲いたが
Xが | Yを -> して | やってくる
Xが | Yに -> して | やってくる
Xに -> あって | Yも -> なく | 残った
Xしますよと | Yに -> あって -> 残った -> 蒸籠を | 平げる
Xしますよと | Yも -> なく -> 残った -> 蒸籠を | 平げる
Xは | Yに -> あって -> 残った -> 蒸籠を | 平げる
Xは | Yも -> なく -> 残った -> 蒸籠を | 平げる
Xは | Yを -> やってのけたのは | 結構だった
Xも | Yが -> お待ちかねだから -> 早々呈出したまえと | 云う
Xから | Yが -> お待ちかねだから -> 早々呈出したまえと | 云う
Xですが | Yが -> 問題で | 要するのですからと
Xは | Yを -> 洩らして | 云う
Xは | Yですが -> 要するのですからと | 云う
Xは | Yで -> 要するのですからと | 云う
Xは | Yを -> 要するのですからと | 云う
Xは | Yの -> 沙汰らしく | 云う
Xのごとく | Yを -> 洩らして | 云う
Xのごとく | Yですが -> 要するのですからと | 云う
Xのごとく | Yで -> 要するのですからと | 云う
Xのごとく | Yを -> 要するのですからと | 云う
Xのごとく | Yの -> 沙汰らしく | 云う
Xですからと | Yの -> 沙汰らしく | 云う
Xを | Yの -> 沙汰らしく | 云う
Xだから | Yの -> 言う -> 通りにも | ならないね
Xも | Yな -> 挨拶を | する
Xは -> 云ったっけな | Yの -> 影響と | 云うのです
Xだ | Yの -> 眼球は | 振ってるよ
Xは | Yには -> 取り合わないで | 聞く
Xは | Yが -> 研究かねと | 聞く
Xが | Yの -> 折れる | 研究かねと
Xです | Yの -> レンズの | 構造が
Xなんか | Yへ -> 行けば | 訳ないじゃないか
Xも -> しなくちゃなりませんが | Yを -> こしらえて | 思っています
Xで | Yは -> 現実世界にはない | もんです
Xです | Yしたら -> よかろうと -> 迷亭が | 出す
Xなら | Yしたら -> よかろうと -> 迷亭が | 出す
Xが | Yの -> ないように | きく
Xですかと -> 云ったが | Yでは -> 気が付いたと -> 見えて | むずかしいです
Xですかと -> 云ったが | Yだと -> 気が付いたと -> 見えて | むずかしいです
Xが -> 云ったが | Yでは -> 気が付いたと -> 見えて | むずかしいです
Xが -> 云ったが | Yだと -> 気が付いたと -> 見えて | むずかしいです
Xを | Yを -> 折って | 磨り潰したかと
Xを -> 磨り潰したかと -> 思うと | Yの -> 形が | いびつになるんです
Xは | Yが -> 小さくなって | なります
Xほどに -> なっても | Yな -> 円は | 出来ませんよ
Xから | Y -> 六個 | 磨り潰しましたよと
Xを | Y -> 六個 | 磨り潰しましたよと
Xから -> 磨り潰しましたよと | Yだか -> 本当だか | つかぬ
Xを -> 磨り潰しましたよと | Yだか -> 本当だか | つかぬ
X -> 磨り潰しましたよと | Yだか -> 本当だか | つかぬ
X | Yです -> 磨るんですが | ところだね
X | Yは -> 行くんだね | ところだね
X | Yは -> 磨っています | ところだね
X | Yから -> 磨っています | ところだね
X | Yまで -> 磨っています | ところだね
X | Yばかり -> 磨っています | ところだね
Xですが | Yは -> 行くんだね | ところだね
Xですが | Yは -> 磨っています | ところだね
Xですが | Yから -> 磨っています | ところだね
Xですが | Yまで -> 磨っています | ところだね
Xですが | Yばかり -> 磨っています | ところだね
Xだね | Yは -> 磨っています | ところだね
Xだね | Yから -> 磨っています | ところだね
Xだね | Yまで -> 磨っています | ところだね
Xだね | Yばかり -> 磨っています | ところだね
Xは | Yを -> 磨りに | 行くんだね
X | Y -> 日曜でも | 行くのは
Xです | Y -> 磨り始めて | 磨るんですが
Xです | Y -> 休んで | 磨るんですが
Xです | Yから -> 暗くなるまで | 磨るんですが
Xが -> あって | Yへ -> 行って | 出ようとしたら
Xじゃない | Yが -> したくなったから | 立ち寄ったんだと
Xとは | Yの -> 好例として | 是非入れたいよと
Xとは | Y -> 蒙 | 是非入れたいよと
Xとして | Y -> 蒙 | 是非入れたいよと
Xを -> して | Yを -> 読みに | 来たんじゃない
Xするねと -> 云ったら | Yな -> 顔を | して
X入れたいよと | Y -> 例のごとく | つける
Xは | Yも -> よかろうが -> つもりかねと | 聞く
Xは | Y -> 出来上る -> つもりかねと | 聞く
Xになって | Yも -> よかろうが -> つもりかねと | 聞く
Xになって | Y -> 出来上る -> つもりかねと | 聞く
Xも -> よかろうが | Y -> 出来上る | つもりかねと
Xそう | Y -> 毎日珠ばかり | 磨ってるのも
Xです | Yに -> よると | かかります
Xです -> かかります | Yは -> 大変だ | ゃなれないじゃないか
Xくらい -> かかります | Yは -> 大変だ | ゃなれないじゃないか
X | Yも -> 早くなって | してやりたいのですが
Xですが | Yを -> 磨り上げなくっちゃ | 出来ませんから
Xですが | Yの -> 実験が | 出来ませんから
Xは | Yを -> 切って | 及びませんよ
Xでも | Yの -> 珠ばかり | 磨ってる
Xが | Yから -> 行っていらっしゃるじゃありませんかと | 尋ねる
Xが | Yへ -> 行っていらっしゃるじゃありませんかと | 尋ねる
Xまで | Yの -> 談話を | 分らぬながら
Xであったが | Yですな -> どうしたんだろうと | とぼけている
Xで | Yの -> 途切れた -> 時 | 飛び出してくる
Xで | Yの -> 悪い -> 時 | 飛び出してくる
X | Yの -> 悪い -> 時 | 飛び出してくる
Xだが | Yに -> しても | 夢だ
Xだが | Yより -> たしかな | 夢だ
Xに | Yを -> 御解し | もっともだが
Xに -> 思われも | Yの -> 所へ | 片付いて
Xも -> 思われも | Yの -> 所へ | 片付いて
Xへ -> 片付いて | Yの -> 何物たるを | 御解し
Xでも | Yの -> 結果 | 暮らしているんだよと
Xでも | Yに -> なるまで | 暮らしているんだよと
X | Yに -> なるまで | 暮らしているんだよと
Xだよと | Yを -> 見廻 | わす
Xだよと | Yに -> 見廻 | わす
Xなどは | Y -> 経過しているから | 残っていないかも知れないが
Xなどは | Y -> 経過しているから | 残っていないかも知れないが
Xなどは | Yの -> 記憶には | 残っていないかも知れないが
Xしているから | Yの -> 記憶には | 残っていないかも知れないが
Xで | Yの -> 方を | 向いたのは
Xだけは | Yを -> 伺いたい -> ものでと | にやにやする
Xだけは | Yに -> 伺いたい -> ものでと | にやにやする
Xを | Yの -> ために | 伺いたい
Xされたから | Y -> 話す -> 張合も | ないんだが
Xで | Yに -> 話したら | 受けるのだが
Xだが | Yされたから -> ないんだが | せっかくだから打ち開けるよ
Xだが | Yも -> ないんだが | せっかくだから打ち開けるよ
Xだけは | Yが -> 聴きたいと -> 云う -> 風を | する
Xだが | Yの -> 国は | ところだ
Xだが | Yへ -> 出ようとする | ところだ
Xが | Yの -> 国は | ところだ
Xが | Yへ -> 出ようとする | ところだ
Xは | Yへ -> 出ようとする | ところだ
Xから | Yに -> ある -> 一軒屋を | 敲いて
Xから -> 敲いて -> 云うと | Yを -> 見て | 悸えたがね
Xを -> 敲いて -> 云うと | Yを -> 見て | 悸えたがね
Xだから -> 留めてくれと -> 云うと | Yを -> 見て | 悸えたがね
Xから -> 敲いて | Yだから -> 留めてくれと | 云うと
Xを -> 敲いて | Yだから -> 留めてくれと | 云うと
Xを | Yの -> 顔に | 差しつけた
Xです | Yを -> 差しつけた -> 娘の | 顔を
Xです | Yに -> 差しつけた -> 娘の | 顔を
Xは | Yを -> 自覚したね | いやだ
Xは | Yに -> 自覚したね | いやだ
Xでしょうか | Yの -> 高島田に | 結いましてね
Xだって | Y -> 娘を | 見せたいと
Xだって | Y -> 娘を | 見せたいと
Xに | Yと -> 僕と | 坐ったんですがね
Xが -> 御減りでしょうと -> 云いますから | Yでも -> 食わせ給えと | 請求したんです
Xが -> 御減りでしょうと -> 云いますから | Yから -> 食わせ給えと | 請求したんです
X | Yは -> 聴きますが | いやしますまい
X | Yの -> 国だって | いやしますまい
X | Y -> 蛇が | いやしますまい
Xだって | Y -> 蛇が | いやしますまい
Xは | Yの -> 態度に | 復した
Xまた | Yの -> 態度に | 復した
Xは | Yの -> 隊長で | 乙だ
Xは | Yなどは -> ところだから | 乙だ
Xで | Yなどは -> ところだから | 乙だ
Xへ -> かけて | Yへ -> 入れて | 煮出した
Xへ -> かけて | Yを -> 入れて | 煮出した
Xを -> かけて | Yへ -> 入れて | 煮出した
Xを -> かけて | Yを -> 入れて | 煮出した
Xには -> 見ると | Yばかりの -> 穴が | あいている
Xを -> 見ると | Yばかりの -> 穴が | あいている
Xには | Yの -> 蓋を | 見ると
Xだ | Yに -> しては | 感心だと
X -> 立って | Yへ -> 出て | 行ったが
Xだと -> 見ていると | Yを -> 抱い込んで | 帰って来た
Xだと -> 見ていると | Yに -> 抱い込んで | 帰って来た
Xを -> 置いたから | Yを -> 覗いて | 見ると
Xへ -> 置いたから | Yを -> 覗いて | 見ると
Xを | Yの -> 傍へ | 置いたから
Xが | Yを -> やって | 塊まっていましたね
Xだから | Yを -> やって | 塊まっていましたね
Xらしいと | Yの -> 字を | 寄せる
Xは | Yの -> 字を | 寄せる
Xに | Yの -> 字を | 寄せる
Xが | Yの -> 大源因に | なるんだから
Xは | Yへ -> 放り込んで | したが
Xに | Y -> 奴を | つかまえて
Xに -> つかまえて | Yの -> 中へ | 放り込んで
Xを -> つかまえて | Yの -> 中へ | 放り込んで
Xに -> つかまえて | Yの -> 中へ | 放り込んで
Xに | Yの -> 蓋を | とって
Xも | Yが -> 塞ったかと | 思ったよ
Xばかりは | Yが -> 塞ったかと | 思ったよ
Xに | Yの -> 穴から | 出ましたのには
X | Yの -> 中が | 這い出そうとするのさ
Xは | Yと -> して | 引く
Xは | Yを -> して | 引く
Xは | Yに -> 持って | 引く
Xは | Yを -> 持って | 引く
Xに | Yの -> 頭を | 持って
Xですねと -> 笑いながら -> 聞くと | Yだ -> 事を | やるじゃないか
Xですねと -> 笑いながら -> 聞くと | Yな -> 事を | やるじゃないか
Xが -> 笑いながら -> 聞くと | Yだ -> 事を | やるじゃないか
Xが -> 笑いながら -> 聞くと | Yな -> 事を | やるじゃないか
Xは -> 残るが | Yが -> 面白いように | 抜け出してくる
Xに -> 残るが | Yが -> 面白いように | 抜け出してくる
Xだけは | Yに -> 離れて | 引くと
Xは | Yの -> 中に | 残るが
Xは | Yを -> して | こぼす
Xは | Yも -> しないと | こぼす
Xは | Yも -> しないと | こぼす
Xを -> 取って | Yで -> もって | 掻き交ぜて
Xを -> 取って | Yと -> 肉を | 掻き交ぜて
Xで -> もって | Yと -> 肉を | 掻き交ぜて
Xしに -> なさいよ | Yが -> 悪る -> くって | しないと
Xを -> おっしゃるが | Y -> たべて -> ご覧なさい | 忘れられませんぜ
Xし -> 忘れるし | Yの -> 顔も | 見るし
Xも -> 忘れるし | Yの -> 顔も | 見るし
Xは | Yの -> 方から | 催促する
Xですか | Yある -> 事だから | 寝てしまった
Xですか | Yに -> なると | 寝てしまった
Xですか | Yを -> 忘却して | 寝てしまった
Xだから | Yに -> なると | 寝てしまった
Xだから | Yを -> 忘却して | 寝てしまった
Xだが | Yを -> 忘却して | 寝てしまった
Xで | Yが -> 洗っているんで | さあ
Xで | Yを -> 洗っているんで | さあ
Xから -> 見ていると | Yか -> 婆さんかと | 聞く
Xを -> ふかしながら | Yの -> 窓から | 見ていると
Xしていて | Yに -> なって | 驚ろいたね
Xが | Yの -> 娘なんだ | もの
X | Y -> 云ったじゃないか | 島田さ
Xは | Yの -> 方へ | そらす
Xによって | Yの -> 方へ | そらす
Xさ | Yにして -> いら | あと
Xって | Yの -> 鬘を | 被って
Xは | Yへ -> 這入ったんでなる -> ほどと | 思った
Xから -> なってしまった | Yも -> あった | もんだ
Xと -> なってしまった | Yも -> あった | もんだ
Xから | Yを -> かこつ -> 身と | なってしまった
Xだよと -> 向って | Yの -> 失恋を | 評すると
Xが -> 向って | Yの -> 失恋を | 評すると
Xに -> 向って | Yの -> 失恋を | 評すると
Xすると | Yに -> なったら | 恨事ですねえ
Xすると | Yかも知れませんよ -> 禿であったのは | 恨事ですねえ
Xすると | Yが -> 禿であったのは | 恨事ですねえ
Xは | Yに -> なったら | 恨事ですねえ
Xは | Yかも知れませんよ -> 禿であったのは | 恨事ですねえ
Xは | Yが -> 禿であったのは | 恨事ですねえ
Xは | Yかも知れませんよ -> 禿であったのは | 恨事ですねえ
Xは | Yが -> 禿であったのは | 恨事ですねえ
Xだが | Yを -> 食い過ぎた -> せいに | 相違ないと
Xでしょう | Yだが -> 相違ないと | 思う
Xでしょう | Yに -> 相違ないと | 思う
Xは | Yも -> なくて | 結構でございましたね
